Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
luxury-travel-bedding-set-with-leather-holdall,Luxury Travel Bedding Set with Leather Holdall,"<p><strong>Outer:</strong> calfhide leather holdall in black (powder coated black hardware), navy (nickel hardware) or tan (nickel hardware).</p>
<p><strong>Inner:</strong> 100 % goose down duvet and pillow, covered with 400 thread count cotton sateen bed linen.</p>
<p><strong>Duvet and duvet cover:</strong> 140 x 200 cm (55&#8243; x 79&#8243;), pillow and pillowcase: 50 x 70 cm (20&#8243; x 28&#8243;).</p>
<p><em>Our travel bedding set was inspired by a combination of the often seen travel pillow, plus several of our trusted customers saying that they missed the comforts of their Norvegr duvet and pillow while they were away from home.</em></p>
<h4>What does the travel bedding set include?</h4>
<p>Each set includes a single <a href=""https://www.norvegr.com/product/european-white-goose-755-fill-power-90-down-duvet-classic-collection/"" target=""_blank"" rel=""noopener"">summer down duvet</a> and <a href=""https://www.norvegr.com/product/european-white-goose-fill-power-625-90-down-10-feathers-pillows/"" target=""_blank"" rel=""noopener"">medium fill pillow</a> – both from our <a href=""https://www.norvegr.com/collections/classic-collection/"" target=""_blank"" rel=""noopener"">Classic Collection</a> – as well as a super soft all white Egyptian cotton satin duvet cover and pillowcase, thread count 400.</p>
<p>Everything packs down tidily within a sleek holdall in supple leather, which is available in black, navy or tan.</p>
<h4>What makes this travel bedding set so luxurious?</h4>
<p>As always, the Norvegr signature manufacturing process is channel constructed duvets, combined with the best qualities of pure down, without feathers.</p>
<p>Using only the finest materials available, the result is an ultra light duvet that naturally regulates moisture and temperature.</p>
<p><em>The Travel Bedding Set was developed as an excellent travel companion. An elite travel essential for the jetsetter, camper or festival goer.</em></p>
<p>May we help you? Please <a href=""https://www.norvegr.com/contact-us/"" target=""_blank"" rel=""noopener"" aria-describedby=""a11y-external-message"">click here</a> to find out our <a href=""https://www.norvegr.com/contact-us/"" target=""_blank"" rel=""noopener"">contact information</a>. We will then get back to you with our recommendations, according to the information that you give us.</p>
<p>Or, for bespoke or made-to-measure duvets, please do <a href=""https://www.norvegr.com/contact-us/"" target=""_blank"" rel=""noopener noreferrer"" aria-describedby=""a11y-new-window-message"">get in touch</a>.</p>",Norvegr,Travel Sets,Travel Sets,TRUE,Colour,Black,,,,,,,,0,deny,manual,1766.07,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/luxury-travel-bedding-sets.jpg,1,Luxury Travel Bedding Set with Leather Holdall,FALSE,Luxury Travel Bedding Set with Leather Holdall,,,kg,active
luxury-travel-bedding-set-with-leather-holdall,,,,,,,Colour,Navy,,,,,,,,0,deny,manual,1766.07,,TRUE,TRUE,,,,,,,,,kg,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,Colour,Tan,,,,,,,,0,deny,manual,1766.07,,TRUE,TRUE,,,,,,,,,kg,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/luxury-travel-bedding-sets.jpg,2,Luxury Travel Bedding Set with Leather Holdall,,,,,,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/black-travel-bedding-luxury.jpg,3,Luxury Travel Bedding Set with Leather Holdall,,,,,,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/tan-leather-luxury-travel-set.jpg,4,Luxury Travel Bedding Set with Leather Holdall,,,,,,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/travel-bedding-set-navy.jpg,5,Luxury Travel Bedding Set with Leather Holdall,,,,,,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/luxury-travel-bedding.jpg,6,Luxury Travel Bedding Set with Leather Holdall,,,,,,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/luxury-travel-bedding-leather-bag.jpg,7,Luxury Travel Bedding Set with Leather Holdall,,,,,,
luxury-travel-bedding-set-with-leather-holdall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/travel-bedding.jpg,8,Luxury Travel Bedding Set with Leather Holdall,,,,,,
european-white-goose-down-pillows,"European White Goose, 100% Down Pillows, Fill Power 830","<p>Premium Collection Pillow</p><p>* Fill Power Explained: Fill power indicates how many cubic inches are occupied by one ounce of down. Higher fill power means larger, fluffier and denser down, providing better heat modulation while also being lighter in weight as less feathers are used.</p>
<p>European White Goose down, 100% down, no feathers. Fill power 830 (EU).</p>
<p>Each size is available in soft, medium and firm versions.</p>
<p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p>
<p>Our most luxurious pillows are 100% pure goose down without feathers. Each down cluster is huge, resulting in a pillow that feels like resting your head on a cloud. It’s the option for those who want only the best out of life. This is our softest pillow collection.</p>
<p>We recommend to ship the pillow back to us every five years for complete <a href=""https://www.norvegr.com/lifetime-products/"">restoration</a>. The down inside these pillows is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 25 years if maintained properly. The restoration cost is the retail price at time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>
#sp-ea-10005 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #444;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #bfa356;font-size: 16px;}<div id=""sp_easy_accordion-1785258113""><div id=""sp-ea-10005"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card ea-expand sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-100050"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse100050"" aria-controls=""collapse100050"" href=""#"" aria-expanded=""true""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-minus""></i> Pillow Buying Guide</a></h3><div class=""sp-collapse spcollapse collapsed show"" id=""collapse100050"" data-parent=""#sp-ea-10005"" role=""region"" aria-labelledby=""ea-header-100050""> <div class=""ea-body""><h2><a href=""/what-constitutes-a-good-pillow/"" target=""_blank"" rel=""noopener"">What constitutes a good pillow?</a><br /></br><br /><a href=""/how-to-choose-a-pillow/"" target=""_blank"" rel=""noopener"">How to Choose a Pillow</a></h2></div></div></div></div></div>",Norvegr,Pillows,"Pillows, Premium Collection, Top Picks",TRUE,Size,Boudoir,Firmness,Firm,,,,,,0,deny,manual,285.58,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/european-goose-100-down-pillows.jpg,1,"European White Goose, 100% Down Pillows, Fill Power 830",FALSE,"European White Goose, 100% Down Pillows, Fill Power 830",,,kg,active
european-white-goose-down-pillows,,,,,,,Size,Boudoir,Firmness,Soft,,,,,,0,deny,manual,214.18,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Boudoir,Firmness,Medium,,,,,,0,deny,manual,240.49,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Euro/Square,Firmness,Firm,,,,,,0,deny,manual,841.70,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Euro/Square,Firmness,Medium,,,,,,0,deny,manual,740.25,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Euro/Square,Firmness,Soft,,,,,,0,deny,manual,638.79,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Boudoir XL,Firmness,Firm,,,,,,0,deny,manual,353.21,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Boudoir XL,Firmness,Soft,,,,,,0,deny,manual,266.79,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,King,Firmness,Firm,,,,,,0,deny,manual,841.70,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,King,Firmness,Medium,,,,,,0,deny,manual,740.25,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,King,Firmness,Soft,,,,,,0,deny,manual,638.79,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Boudoir XL,Firmness,Medium,,,,,,0,deny,manual,296.85,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Standard,Firmness,Firm,,,,,,0,deny,manual,642.55,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Standard,Firmness,Medium,,,,,,0,deny,manual,559.88,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,Size,Standard,Firmness,Soft,,,,,,0,deny,manual,477.22,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-down-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Pillow_044-scaled.jpg,2,"European White Goose, 100% Down Pillows, Fill Power 830",,,,,,
european-white-goose-down-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Pillow_079-scaled.jpg,3,"European White Goose, 100% Down Pillows, Fill Power 830",,,,,,
european-white-goose-down-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Pillow_Down_005-Premium.jpg,4,"European White Goose, 100% Down Pillows, Fill Power 830",,,,,,
duck-goose-down-pillows,"European White Goose, 90% Down Pillows, Fill Power 625","<p>Classic Collection</p><p>European White Goose down, 90% down and 10% feathers. Fill power 625 (EU).</p>
<p>Each size is available in low, medium and high versions.</p>
<p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p>
<p>These are exactly in the middle of our firmness scale and offer a blend of support, bounce and softness. This is the optimal collection for those desiring the best of both worlds – softness and firmness. The small, soft feathers never poke out of the pillow.</p>
<p>We recommend to ship the pillow back to us every five years for complete <a href=""https://www.norvegr.com/lifetime-products/"">restoration</a>. The down inside these pillows is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 25 years if maintained properly. The restoration cost is the retail price at the time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>
<p>&nbsp;</p>
#sp-ea-10005 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #444;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-10005.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #bfa356;font-size: 16px;}<div id=""sp_easy_accordion-1785258128""><div id=""sp-ea-10005"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card ea-expand sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-100050"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse100050"" aria-controls=""collapse100050"" href=""#"" aria-expanded=""true""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-minus""></i> Pillow Buying Guide</a></h3><div class=""sp-collapse spcollapse collapsed show"" id=""collapse100050"" data-parent=""#sp-ea-10005"" role=""region"" aria-labelledby=""ea-header-100050""> <div class=""ea-body""><h2><a href=""/what-constitutes-a-good-pillow/"" target=""_blank"" rel=""noopener"">What constitutes a good pillow?</a><br /></br><br /><a href=""/how-to-choose-a-pillow/"" target=""_blank"" rel=""noopener"">How to Choose a Pillow</a></h2></div></div></div></div></div>
<p>&nbsp;</p>
<p>&nbsp;</p>",Norvegr,Pillows,"Pillows, Classic Collection",TRUE,Size,Boudoir,Firmness,Firm,,,,,,0,deny,manual,176.61,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/100-percent-down-pillows.jpg,1,"European White Goose, 90% Down Pillows, Fill Power 625",FALSE,"European White Goose, 90% Down Pillows, Fill Power 625",,,kg,active
duck-goose-down-pillows,,,,,,,Size,Boudoir,Firmness,Medium,,,,,,0,deny,manual,150.30,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Boudoir,Firmness,Soft,,,,,,0,deny,manual,131.52,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Euro/Square,Firmness,Soft,,,,,,0,deny,manual,375.76,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Euro/Square,Firmness,Medium,,,,,,0,deny,manual,424.61,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Euro/Square,Firmness,Firm,,,,,,0,deny,manual,469.70,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Boudoir XL,Firmness,Firm,,,,,,0,deny,manual,217.94,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Boudoir XL,Firmness,Soft,,,,,,0,deny,manual,161.58,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,King,Firmness,Firm,,,,,,0,deny,manual,469.70,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,King,Firmness,Medium,,,,,,0,deny,manual,424.61,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,King,Firmness,Soft,,,,,,0,deny,manual,375.76,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Standard,Firmness,Firm,,,,,,0,deny,manual,372.00,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Standard,Firmness,Medium,,,,,,0,deny,manual,334.43,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Standard,Firmness,Soft,,,,,,0,deny,manual,296.85,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,Size,Boudoir XL,Firmness,Medium,,,,,,0,deny,manual,187.88,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/duck-goose-down-feather-mix-pillow.png,2,"European White Goose, 90% Down Pillows, Fill Power 625",,,,,,
duck-goose-down-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Pillow_053-scaled.jpg,3,"European White Goose, 90% Down Pillows, Fill Power 625",,,,,,
duck-goose-down-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Pillow_081-scaled.jpg,4,"European White Goose, 90% Down Pillows, Fill Power 625",,,,,,
duck-goose-down-and-feather-pillows,"European White Goose, 60% Down Pillows, Fill Power 500","<p>Standard Collection</p><p>European White Goose down, 60% down and 40% feathers. Fill power 500 (EU).</p>
<p>Each size is available in low, medium and high versions.</p>
<p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p>
<p>This is our firmest pillow collection, and the firmness comes from the proportion of feathers. As the feathers are small and soft, they will never migrate out of the pillows. Please note that if you are looking for those really firm pillows one sometimes comes across in hotels, where your head barely sinks into the pillow, our Standard Collection pillows will feel a lot softer. Choosing the firm version will get you as close as we are willing to go.</p>
<p>We recommend to ship the pillow back to us every five years for complete <a href=""https://www.norvegr.com/lifetime-products/"">restoration</a>. The down inside these pillows is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 25 years if maintained properly. The restoration cost is the retail price at the time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>
#sp-ea-9987 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-9987.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-9987.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #444;}#sp-ea-9987.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-9987.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-9987.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #bfa356;font-size: 16px;}<div id=""sp_easy_accordion-1785258142""><div id=""sp-ea-9987"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card ea-expand sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-99870"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse99870"" aria-controls=""collapse99870"" href=""#"" aria-expanded=""true""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-minus""></i> Pillow Buying Guide</a></h3><div class=""sp-collapse spcollapse collapsed show"" id=""collapse99870"" data-parent=""#sp-ea-9987"" role=""region"" aria-labelledby=""ea-header-99870""> <div class=""ea-body""><h2><a href=""/what-constitutes-a-good-pillow/"" target=""_blank"" rel=""noopener"">What constitutes a good pillow?</a></h2><p>&nbsp;</p><h2><a href=""/how-to-choose-a-pillow/"" target=""_blank"" rel=""noopener"">How to Choose a Pillow</a></h2>#sp-ea-5552 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-5552.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-5552.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #666666;}#sp-ea-5552.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-5552.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-5552.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #444;font-size: 16px;}<div id=""sp_easy_accordion-1785258142""><div id=""sp-ea-5552"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-55520"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse55520"" aria-controls=""collapse55520"" href=""#"" aria-expanded=""false""></br><h2 style=""color:#666666"">Who are these pillows for?</h2></a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse55520"" data-parent=""#sp-ea-5552"" role=""region"" aria-labelledby=""ea-header-55520""> <div class=""ea-body""><p>Our Standard Collection down &amp; feather pillows are great for those that require a little more support for their head than pure down pillow lovers do.</p><p><em> <strong>The perfect balance:</strong></em></p><p>While providing support, the Standard Collection pillows also provide a comfortable level of softness, as the down ratio is 60 %</p><p>This down is European White goose down.</p><p>The 40% feather portion of these pillows are made up of small and soft feathers. The great thing about the small size of the feathers is that they do not come out of the pillow.</p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-55521"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse55521"" aria-controls=""collapse55521"" href=""#"" aria-expanded=""false""><h2 style=""color:#666666"">How firm are these pillows?</h2></a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse55521"" data-parent=""#sp-ea-5552"" role=""region"" aria-labelledby=""ea-header-55521""> <div class=""ea-body""><p>On a scale from soft to firm, these pillows are our firmest ones.</p><p><em><strong>The details:</strong></em> With a fill power of 500 we need more of this type of down than for our two other pillow collections, in order to achieve the volumes we want. The pillows therefore naturally get firmer.</p><p>Furthermore, a 40% portion of small and soft feathers in the mix inside adds to the firmness. Still, if you are used to feather heavy pillows &#8211; that are also often heavy in weight &#8211; you will find that these feel softer.</p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-55522"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse55522"" aria-controls=""collapse55522"" href=""#"" aria-expanded=""false""><h2 style=""color:#666666"">How many of these pillows is optimal?</h2></a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse55522"" data-parent=""#sp-ea-5552"" role=""region"" aria-labelledby=""ea-header-55522""> <div class=""ea-body""><p>Use one or two of these for your head, depending on your personal preference, or alternatively, combine one with a pillow from one of our <a href=""https://www.norvegr.com/collections/pillows"" target=""_blank"" rel=""noopener"" aria-describedby=""a11y-new-window-message"">other collections</a>, to create your own little pillow menu.</p><p><em>All Standard Collection pillows are available in soft/low, medium and firm/high versions.</em></p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-55523"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse55523"" aria-controls=""collapse55523"" href=""#"" aria-expanded=""false""><h2 style=""color:#666666"">How do I care for these pillows?</h2></a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse55523"" data-parent=""#sp-ea-5552"" role=""region"" aria-labelledby=""ea-header-55523""> <div class=""ea-body""><p>Wash and tumble dry according to our instructions, two to four times a year, to ensure optimal performance at all times.</p></div></div></div></div></div></div></div></div></div></div>",Norvegr,Pillows,"Pillows, Standard Collection",TRUE,Size,Boudoir,Firmness,Firm,,,,,,0,deny,manual,157.82,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/european-white-goose-down-pillow.jpg,1,"European White Goose, 60% Down Pillows, Fill Power 500",FALSE,"European White Goose, 60% Down Pillows, Fill Power 500",,,kg,active
duck-goose-down-and-feather-pillows,,,,,,,Size,Boudoir,Firmness,Medium,,,,,,0,deny,manual,135.27,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Boudoir,Firmness,Soft,,,,,,0,deny,manual,120.24,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Euro/Square,Firmness,Firm,,,,,,0,deny,manual,375.76,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Euro/Square,Firmness,Medium,,,,,,0,deny,manual,345.70,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Euro/Square,Firmness,Soft,,,,,,0,deny,manual,311.88,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Boudoir XL,Firmness,Firm,,,,,,0,deny,manual,195.40,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Boudoir XL,Firmness,Medium,,,,,,0,deny,manual,169.09,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Boudoir XL,Firmness,Soft,,,,,,0,deny,manual,146.55,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,King,Firmness,Firm,,,,,,0,deny,manual,375.76,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,King,Firmness,Medium,,,,,,0,deny,manual,345.70,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,King,Firmness,Soft,,,,,,0,deny,manual,311.88,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Standard,Firmness,Firm,,,,,,0,deny,manual,315.64,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Standard,Firmness,Medium,,,,,,0,deny,manual,285.58,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,Size,Standard,Firmness,Soft,,,,,,0,deny,manual,266.79,,TRUE,TRUE,,,,,,,,,kg,
duck-goose-down-and-feather-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Pillow_055-scaled.jpg,2,"European White Goose, 60% Down Pillows, Fill Power 500",,,,,,
duck-goose-down-and-feather-pillows,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Pillow_092-scaled.jpg,3,"European White Goose, 60% Down Pillows, Fill Power 500",,,,,,
